type,role,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,real_time_set,real_timestamp,len,CSI_DATA
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1357569,0,28,0,0,1.54066,128,[28 -64 1 0 0 0 0 0 0 0 0 0 2 11 2 11 1 12 1 12 1 11 0 11 0 11 0 10 -1 11 -1 11 -1 11 -1 12 -1 11 -1 11 -1 10 -1 11 -1 10 -1 10 -1 10 -1 10 -2 9 -2 9 -1 9 -1 9 -1 10 -1 9 0 0 -1 9 -1 10 0 10 0 9 0 9 0 9 0 9 0 9 1 9 0 9 0 9 1 8 1 9 1 9 1 9 1 9 1 9 1 9 1 9 2 8 1 9 2 9 2 9 2 9 3 8 2 9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1360762,0,157,0,0,1.54655,128,[-99 -48 9 0 0 0 0 0 0 0 0 0 -8 -9 -8 -9 -8 -10 -8 -10 -7 -10 -7 -10 -7 -10 -6 -10 -6 -10 -6 -10 -7 -11 -7 -11 -6 -11 -6 -11 -5 -10 -6 -11 -5 -10 -5 -9 -5 -10 -5 -10 -5 -9 -5 -10 -4 -8 -5 -9 -6 -10 -5 -10 0 0 -5 -9 -5 -9 -6 -9 -6 -8 -6 -8 -6 -9 -6 -8 -6 -8 -6 -8 -6 -8 -7 -8 -6 -7 -7 -7 -6 -8 -6 -8 -7 -8 -7 -8 -7 -8 -7 -8 -7 -7 -7 -7 -7 -7 -7 -7 -8 -7 -8 -6 -8 -7 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1377956,0,135,0,0,1.56076,128,[-121 112 8 0 0 0 0 0 0 0 0 0 -21 13 -22 13 -23 13 -24 13 -23 11 -23 11 -23 10 -23 8 -23 9 -23 8 -24 9 -25 8 -25 7 -23 8 -22 6 -24 8 -23 7 -21 6 -21 7 -21 6 -21 6 -21 6 -19 6 -21 7 -22 7 -22 7 0 0 -20 8 -21 8 -21 9 -19 9 -19 9 -19 9 -19 9 -18 9 -18 10 -18 8 -19 10 -17 10 -17 12 -17 10 -17 11 -18 12 -18 13 -17 12 -17 12 -16 12 -17 12 -16 13 -16 13 -17 15 -16 14 -16 14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1390594,0,390,0,0,1.57316,384,[-122 -31 23 0 0 0 0 0 0 0 0 0 14 -9 14 -8 15 -7 15 -7 15 -7 15 -7 16 -6 15 -6 16 -6 15 -4 16 -5 16 -4 15 -4 15 -3 15 -3 16 -3 15 -3 15 -4 15 -3 14 -3 14 -3 14 -3 14 -3 14 -2 14 -2 14 -3 0 0 13 -4 13 -4 13 -4 13 -4 13 -3 13 -4 13 -4 12 -5 12 -5 12 -6 13 -6 11 -5 12 -5 11 -6 12 -6 12 -7 12 -6 12 -8 12 -8 11 -8 11 -8 11 -8 12 -8 12 -8 11 -8 11 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1409707,0,390,0,0,1.59217,384,[-122 -31 23 0 0 0 0 0 0 0 0 0 16 3 16 5 15 5 16 6 15 5 16 6 15 7 14 6 15 7 13 7 14 7 14 8 13 8 14 8 13 8 13 8 14 8 12 7 12 8 12 7 12 7 12 8 11 7 12 7 12 7 12 7 0 0 13 7 12 6 12 6 12 6 12 6 12 6 11 6 11 5 12 5 12 4 13 4 12 4 12 4 13 4 12 3 13 3 13 2 14 2 14 2 14 1 14 2 13 2 12 1 14 1 14 1 15 1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1429154,0,82,0,0,1.61155,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -11 -13 -11 -14 -10 -14 -10 -15 -9 -14 -10 -15 -9 -15 -9 -15 -9 -15 -8 -14 -8 -15 -8 -16 -7 -15 -7 -15 -7 -15 -7 -16 -7 -16 -7 -14 -7 -14 -6 -14 -6 -14 -6 -14 -7 -14 -6 -14 -7 -14 -7 -14 0 0 -8 -13 -7 -13 -7 -13 -8 -13 -7 -12 -7 -12 -7 -12 -8 -11 -8 -12 -9 -11 -9 -11 -9 -10 -9 -10 -9 -10 -10 -10 -10 -10 -10 -10 -11 -10 -11 -10 -11 -9 -12 -10 -11 -9 -11 -9 -12 -9 -12 -9 -12 -9 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1703487,0,82,0,0,1.88598,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -6 -17 -5 -17 -5 -16 -4 -17 -3 -17 -4 -18 -3 -17 -2 -17 -2 -17 -2 -16 -2 -17 -1 -18 -1 -17 -1 -17 0 -16 -1 -17 -1 -17 -1 -16 0 -16 0 -15 0 -15 0 -15 0 -15 0 -15 0 -15 -1 -16 0 0 -1 -15 -1 -14 -1 -15 -2 -14 -1 -14 -2 -14 -2 -14 -2 -13 -3 -14 -3 -14 -4 -14 -3 -13 -4 -13 -4 -13 -4 -13 -5 -14 -4 -13 -6 -14 -6 -14 -6 -14 -6 -13 -6 -13 -6 -13 -7 -14 -7 -13 -7 -13 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1887664,0,82,0,0,2.07018,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -11 -14 -10 -14 -10 -15 -9 -14 -9 -15 -9 -15 -9 -16 -8 -16 -8 -16 -6 -16 -7 -16 -7 -16 -6 -16 -6 -16 -5 -15 -7 -16 -6 -15 -6 -16 -5 -14 -5 -15 -4 -15 -4 -15 -5 -15 -5 -14 -4 -14 -5 -15 0 0 -5 -14 -6 -13 -5 -13 -7 -14 -5 -13 -5 -13 -6 -13 -6 -13 -7 -13 -8 -13 -8 -12 -7 -12 -7 -11 -7 -11 -9 -12 -9 -11 -8 -12 -9 -12 -9 -12 -10 -12 -9 -12 -9 -11 -9 -12 -10 -11 -11 -12 -11 -11 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-34,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2389899,0,82,0,0,2.57236,384,[82 -96 4 0 0 0 0 0 0 0 0 0 0 9 -1 10 -1 9 -1 10 -2 9 -2 9 -2 9 -2 9 -2 9 -3 8 -3 9 -3 9 -3 8 -3 8 -3 8 -3 9 -3 9 -3 8 -3 8 -3 7 -3 7 -3 7 -3 7 -3 7 -3 7 -3 8 0 0 -3 8 -2 7 -2 7 -2 7 -3 7 -2 7 -2 7 -2 7 -2 7 -1 7 -1 8 -2 7 -1 7 -1 7 0 7 0 8 0 7 0 8 0 8 0 8 0 8 0 7 0 7 1 8 1 8 1 8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-35,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2699639,0,82,0,0,2.88211,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -15 -12 -15 -13 -14 -14 -14 -14 -13 -14 -13 -15 -12 -15 -12 -15 -12 -15 -11 -15 -11 -16 -11 -16 -9 -16 -10 -15 -9 -15 -10 -16 -9 -15 -9 -15 -9 -15 -8 -14 -8 -14 -8 -14 -9 -14 -8 -15 -8 -14 -9 -14 0 0 -9 -14 -9 -13 -9 -13 -10 -13 -9 -13 -9 -13 -9 -12 -9 -12 -10 -12 -10 -12 -11 -12 -10 -11 -10 -11 -11 -11 -11 -10 -12 -10 -11 -11 -13 -10 -13 -10 -13 -9 -13 -10 -13 -9 -13 -10 -13 -9 -14 -10 -14 -9 0 0 0 0 0 0 0 0 0 0 ]
