CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1618570,0,28,0,0,1.80212,128,[28 -64 0 0 0 0 0 0 0 0 0 22 -12 21 -11 23 -11 24 -11 23 -10 22 -9 23 -9 22 -7 23 -8 23 -7 24 -7 24 -7 24 -6 23 -6 22 -6 24 -6 22 -6 21 -6 21 -6 21 -6 20 -5 21 -6 19 -5 21 -6 22 -6 21 -5 0 0 20 -7 21 -8 20 -8 20 -9 19 -9 20 -9 19 -9 18 -9 18 -10 19 -9 20 -10 17 -10 18 -11 18 -10 18 -11 19 -12 20 -13 18 -12 18 -12 17 -13 18 -13 17 -14 18 -14 18 -14 17 -14 17 -14 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1622879,0,157,0,0,1.80866,128,[-99 -48 9 0 0 0 0 0 0 0 0 0 -15 -20 -14 -20 -15 -22 -15 -23 -13 -22 -12 -22 -11 -23 -10 -22 -10 -23 -11 -22 -11 -23 -12 -24 -10 -24 -11 -22 -9 -21 -10 -24 -9 -22 -9 -20 -9 -21 -8 -21 -8 -21 -8 -21 -8 -19 -10 -20 -10 -21 -9 -21 0 0 -10 -20 -10 -21 -11 -21 -11 -19 -11 -18 -11 -19 -11 -19 -11 -18 -12 -18 -11 -18 -13 -19 -13 -17 -14 -17 -13 -17 -13 -18 -14 -19 -15 -19 -14 -17 -14 -18 -14 -17 -15 -18 -15 -17 -16 -17 -17 -17 -16 -16 -16 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-19,11,0,0,0,0,0,0,0,0,0,-96,0,6,1,1641300,0,135,0,0,1.82459,128,[-121 112 8 0 0 0 0 0 0 0 0 0 22 5 21 5 22 6 22 7 21 7 20 7 20 8 19 9 20 9 19 9 21 9 21 9 20 10 19 9 18 9 20 10 18 10 17 8 17 9 17 9 16 9 17 9 16 8 17 8 18 8 17 9 0 0 17 7 18 8 19 7 18 6 17 5 18 6 18 6 17 5 18 4 17 5 19 5 17 4 19 3 18 4 19 4 20 4 20 3 19 3 19 3 19 2 19 3 19 2 19 2 20 1 19 1 20 1 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-34,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1654080,0,390,0,0,1.83724,384,[-122 -31 23 0 0 0 0 0 0 0 0 0 28 -6 28 -5 28 -4 28 -3 28 -3 28 -2 28 -2 28 -1 29 -1 28 1 28 1 29 1 28 2 27 3 27 3 27 1 26 2 26 2 25 3 25 3 25 3 25 2 25 2 24 2 25 3 25 1 0 0 25 1 25 0 24 0 24 0 24 1 24 -1 24 -1 23 -1 24 -3 24 -4 24 -4 23 -2 24 -3 24 -4 24 -5 24 -6 24 -6 24 -7 25 -7 25 -8 25 -7 25 -7 25 -7 25 -8 25 -8 25 -8 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-34,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1673316,0,390,0,0,1.85622,384,[-122 -31 23 0 0 0 0 0 0 0 0 0 8 -17 8 -17 9 -16 10 -16 10 -16 10 -16 11 -16 11 -15 12 -15 12 -14 12 -15 12 -14 13 -13 12 -13 12 -12 12 -13 12 -13 12 -12 12 -12 12 -12 12 -11 12 -11 12 -12 11 -11 12 -11 11 -12 0 0 11 -12 11 -11 10 -11 10 -12 10 -11 10 -12 10 -12 9 -12 9 -13 9 -13 9 -13 9 -12 9 -13 9 -13 8 -14 8 -14 8 -14 8 -14 8 -15 7 -15 8 -15 8 -14 8 -15 7 -15 8 -15 7 -15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1693920,0,82,0,0,1.8768,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -16 -4 -17 -4 -17 -5 -16 -6 -16 -6 -16 -7 -16 -7 -15 -7 -15 -8 -15 -8 -15 -8 -15 -9 -15 -9 -14 -9 -14 -9 -15 -9 -14 -9 -14 -8 -14 -8 -13 -8 -13 -9 -13 -9 -13 -8 -13 -8 -13 -8 -13 -8 0 0 -13 -8 -13 -7 -13 -7 -13 -7 -13 -6 -13 -7 -13 -6 -13 -6 -14 -6 -14 -5 -14 -5 -13 -5 -14 -5 -14 -4 -15 -4 -15 -4 -15 -4 -15 -4 -15 -3 -15 -3 -15 -4 -15 -3 -15 -4 -16 -3 -15 -3 -16 -3 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-34,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,1945477,0,82,0,0,2.12846,384,[82 -96 4 0 0 0 0 0 0 0 0 0 0 16 -1 16 -1 16 -2 16 -2 16 -2 16 -3 17 -3 16 -3 16 -3 15 -4 16 -4 16 -4 16 -4 15 -5 14 -5 16 -5 15 -4 15 -4 14 -4 14 -5 14 -4 14 -4 14 -4 13 -5 13 -4 14 0 0 -4 14 -3 13 -3 14 -3 14 -3 13 -2 13 -2 13 -2 13 -1 14 -1 14 -1 14 -1 13 0 14 0 14 0 14 0 14 0 14 1 15 1 14 1 14 1 15 1 14 1 14 2 15 2 15 2 15 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-28,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2152272,0,82,0,0,2.33528,384,[82 -96 4 0 0 0 0 0 0 0 0 0 4 -17 4 -16 5 -16 6 -16 6 -16 6 -16 7 -16 7 -15 7 -15 7 -15 8 -15 8 -15 8 -14 8 -14 9 -14 9 -15 9 -14 9 -13 8 -13 9 -13 8 -13 8 -12 8 -13 8 -12 8 -12 8 -13 0 0 8 -13 7 -12 8 -12 7 -13 7 -12 7 -12 7 -13 6 -12 7 -13 5 -13 5 -14 6 -13 6 -13 6 -14 6 -14 5 -14 5 -14 5 -15 5 -15 4 -15 4 -14 4 -14 5 -15 4 -15 4 -15 4 -16 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-35,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2652135,0,82,0,0,2.8351,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -14 12 -13 11 -15 12 -14 11 -15 12 -14 9 -16 10 -16 9 -16 10 -16 8 -17 9 -17 8 -16 8 -16 7 -15 6 -17 9 -15 7 -16 8 -14 6 -15 7 -15 6 -15 7 -16 7 -14 6 -14 6 -15 6 0 0 -14 7 -14 9 -12 7 -14 9 -12 8 -13 7 -13 8 -13 8 -13 9 -13 10 -12 10 -11 9 -11 9 -11 9 -12 12 -10 11 -12 12 -11 11 -12 11 -11 12 -12 12 -10 12 -11 12 -10 13 -11 12 -10 12 0 0 0 0 0 0 0 0 0 0 ]
CSI_DATA,AP,8C:4F:00:2E:CA:B4,-34,11,1,7,1,1,1,0,0,0,1,-96,0,6,1,2945568,0,82,0,0,3.12857,384,[82 -96 4 0 0 0 0 0 0 0 0 0 -5 -9 -5 -9 -5 -9 -4 -9 -4 -9 -4 -10 -4 -10 -4 -10 -3 -10 -3 -10 -3 -10 -3 -10 -2 -10 -2 -10 -2 -9 -2 -10 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 -2 -9 0 0 -2 -9 -2 -8 -3 -8 -3 -8 -3 -8 -3 -8 -3 -8 -3 -8 -3 -8 -4 -8 -4 -8 -3 -8 -4 -8 -4 -8 -4 -8 -5 -8 -4 -8 -5 -8 -5 -8 -5 -8 -5 -8 -5 -7 -5 -8 -5 -8 -5 -8 -5 -8 0 0 0 0 0 0 0 0 0 0 ]
